current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11
1.75645e+09,0,-1.93481e-10,6.08842e-05,4.46459e-10,-0.0412219,1.9875e-08,-0.99915,1.19391,0.6303,-0.328105,0.0348492,0.042864,-0.0730419,-0.0348493,0.0428641,-0.0730419,0.10956,-0.0338162,-0.0919549,-0.10956,-0.0338162,-0.0919548,1.09119e-05,-2.53507e-06,-4.03384e-06,-1.09121e-05,-2.53494e-06,-4.0336e-06,-1.39595e-05,1.29213e-05,1.03624e-05,1.39596e-05,1.29215e-05,1.03625e-05,0,0,0,0,0,0,0,0,0,0,0,0
