current_time,real_current_time,gravity_vec_0,gravity_vec_1,gravity_vec_2,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,commands_0,commands_1,commands_2,
1.75672e+09,0,-0.0338505,-6.33694e-07,-0.999427,7.9199e-08,0.000421147,-2.01248e-07,0.0246743,-0.003573,-0.0993845,-0.0246546,-0.00358814,-0.0994012,0.111014,0.00749767,-0.0692397,-0.111033,0.00759184,-0.0691706,4.28192e-05,0.00010301,0.000125012,-4.27828e-05,0.00010302,0.000124934,-7.90783e-05,-7.20192e-06,0.000322395,7.90539e-05,-7.3497e-06,0.00032239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.75672e+09,0,-0.0338354,-6.36812e-07,-0.999427,8.0461e-08,0.000416933,-1.99739e-07,0.024682,-0.00355393,-0.0993629,-0.0246623,-0.00356913,-0.0993795,0.111,0.00749695,-0.0691825,-0.111019,0.00759125,-0.0691135,4.33389e-05,0.000108062,0.000116703,-4.33032e-05,0.000108073,0.000116625,-7.80107e-05,-5.97474e-07,0.000312997,7.79864e-05,-7.44005e-07,0.000312993,-0.539724,-2.21047,-2.04817,0.673622,-0.427274,-0.965273,1.41194,0.353045,-3.23839,-1.30334,-0.674648,-2.46918,1,0,0,0
1.75672e+09,0,-0.0339352,0.00149042,-0.999423,-0.216245,-0.0135674,0.000299183,0.0222396,-0.0176198,-0.131833,-0.0206631,-0.00362945,-0.113971,0.114751,0.0198021,-0.133325,-0.115713,0.00407374,-0.113742,-0.0806454,-0.423667,-0.838197,0.110509,-0.00364127,-0.389861,0.115722,0.311049,-1.6998,-0.134957,-0.117794,-1.1879,-0.499911,-1.83968,-1.82975,0.575491,-0.432225,-0.820187,1.11237,0.2608,-2.87883,-1.11088,-0.802305,-2.28768,1,0,0,0
1.75672e+09,0,-0.0347494,0.00931401,-0.999353,-0.425243,-0.0721871,0.0217049,0.00103114,-0.115575,-0.25419,0.00674297,-0.0135742,-0.165626,0.145563,0.0546683,-0.391128,-0.146655,-0.0321061,-0.299416,-0.275758,-1.24493,-1.17328,0.368369,-0.174531,-0.465003,0.430896,0.238893,-2.5195,-0.40245,-0.498269,-1.87216,-0.448453,-1.89297,-1.7818,0.583894,-0.41119,-0.920396,1.16358,0.306767,-2.89047,-1.13954,-0.663958,-2.33618,1,0,0,0
1.75672e+09,0,-0.0375708,0.0217085,-0.999058,-0.673406,-0.177028,-0.012733,-0.0375178,-0.277968,-0.362306,0.045827,-0.0309879,-0.230085,0.208926,0.0662065,-0.630036,-0.199591,-0.105804,-0.484271,-0.408695,-1.56289,-0.748089,0.345246,-0.165477,-0.60938,0.6461,0.0307958,-1.74911,-0.510574,-0.77765,-1.41973,-0.521707,-1.79633,-1.61473,0.642123,-0.465119,-0.955242,1.07183,0.388581,-2.79764,-1.06652,-0.757033,-2.32968,1,0,0,0
1.75672e+09,0,-0.0406221,0.0330343,-0.998628,-0.910136,-0.243037,-0.0483767,-0.0672084,-0.385016,-0.400043,0.0672568,-0.0408816,-0.276031,0.254815,0.0676742,-0.726907,-0.233395,-0.161315,-0.566513,-0.424839,-1.51136,-0.354166,0.303988,-0.155586,-0.625148,0.650616,0.0320805,-1.15741,-0.450322,-0.794421,-1.02832,-0.536993,-2.12981,-1.44891,0.676703,-0.494466,-1.0776,1.17695,0.473138,-3.05384,-1.06565,-0.920579,-2.56766,1,0,0,0
1.75672e+09,0,-0.0465462,0.0558182,-0.997355,-1.30788,-0.338666,-0.0950487,-0.106974,-0.52312,-0.411249,0.0940222,-0.0545075,-0.342868,0.314294,0.0765754,-0.80816,-0.268732,-0.234255,-0.645497,-0.3802,-1.26931,0.0153893,0.255213,-0.162966,-0.616285,0.531101,0.171604,-0.637734,-0.28715,-0.659174,-0.675142,-0.657166,-2.65038,-1.52137,0.722569,-0.619937,-1.33313,1.3963,0.727141,-3.58632,-1.2597,-1.13716,-3.06049,1,0,0,0
1.75672e+09,0,-0.0559716,0.0891408,-0.994445,-1.7234,-0.49241,-0.14569,-0.14622,-0.647835,-0.403024,0.119056,-0.0764953,-0.413913,0.363273,0.111669,-0.875175,-0.294055,-0.29554,-0.719055,-0.342683,-1.03012,0.0769807,0.20486,-0.229009,-0.724182,0.381485,0.427673,-0.656201,-0.178204,-0.472675,-0.725124,-0.858445,-3.18615,-1.65553,0.798234,-0.741218,-1.64879,1.62388,0.890728,-4.2207,-1.33241,-1.35598,-3.68104,1,0,0,0
1.75672e+09,0,-0.0914246,0.0938417,-0.99138,1.56653,-2.85121,-0.818321,-0.17895,-0.683258,-0.415201,0.142917,-0.106147,-0.47339,0.385129,0.17968,-0.974354,-0.347097,-0.333273,-0.830912,-0.302461,0.379578,-0.364409,0.276517,-0.297293,-0.341082,0.0526017,0.792787,-1.15092,-0.845604,-0.239986,-1.28801,-0.944711,-3.81463,-2.10369,0.919618,-0.88795,-2.09508,1.89949,1.2569,-4.90008,-1.6702,-1.46386,-4.24513,1,0,0,0
1.75672e+09,0,-0.171394,0.0360798,-0.984542,3.03484,-4.00436,-1.00432,-0.220148,-0.617322,-0.478607,0.183157,-0.143265,-0.512444,0.396977,0.271571,-1.12758,-0.444618,-0.356269,-0.995574,-0.419918,0.665622,-0.739122,0.418054,-0.364398,-0.490754,0.213889,0.84823,-1.62579,-0.819492,-0.200891,-1.69606,-1.03157,-4.36535,-2.46318,0.860079,-0.907922,-2.64228,2.1482,1.63455,-5.65397,-1.81661,-1.50904,-4.97947,1,0,0,0
