current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11
1.75613e+09,0,-2.94027e-10,6.25636e-05,7.45264e-10,-0.0414851,2.01619e-08,-0.999139,-1.29538,1.33121,-0.75129,0.0344859,0.0429302,-0.0729532,-0.0344859,0.0429303,-0.0729533,0.109732,-0.0341016,-0.0922016,-0.109732,-0.0341016,-0.0922015,1.09691e-05,-1.54021e-06,-3.84865e-06,-1.09694e-05,-1.54009e-06,-3.84827e-06,-1.40657e-05,1.3467e-05,1.14566e-05,1.40659e-05,1.34673e-05,1.14567e-05,0,0,0,0,0,0,0,0,0,0,0,0
