current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,zone_center_0,zone_center_1,zone_center_2,zone_radius_0,reaction_time_0,base_pos_0,base_pos_1,base_pos_2,oobb_0,zone_active_0,zone_pre_active_0
1.74471e+09,0,-4.12895e-05,4.42444e-05,-9.49654e-06,-0.0402483,-0.000415486,-0.99919,0,-0,-0,0.0286123,0.0241347,-0.0860208,-0.0296236,0.0210088,-0.0862114,0.114749,-0.0162683,-0.08433,-0.114298,-0.0169212,-0.08636,1.11603e-05,-0.000102944,0.000188497,1.17792e-05,-0.000103977,0.000188221,-2.47156e-05,-8.99005e-05,0.000171707,4.16573e-05,-9.42351e-05,0.000175303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0132771,-0.0057533,0.340602,-0.0878802,0,0
1.74471e+09,0,-3.9861e-05,4.82138e-05,-9.46321e-06,-0.0402446,-0.000412279,-0.99919,0,-0,-0,0.0286168,0.0240948,-0.0859473,-0.0296191,0.0209686,-0.0861381,0.114739,-0.0163032,-0.0842625,-0.114282,-0.0169578,-0.0862911,1.14054e-05,-9.71454e-05,0.000179881,1.09151e-05,-9.81013e-05,0.000179455,-2.43441e-05,-8.53734e-05,0.000166261,4.06838e-05,-8.96113e-05,0.000169713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.013275,-0.00575323,0.340615,-0.0878823,0,0
1.74471e+09,1,-0.000408446,0.0102173,-9.60177e-05,-0.0399589,-0.000397139,-0.999201,0,-0,-0,0.0288643,0.0250968,-0.0884202,-0.0298258,0.0219603,-0.0885987,0.114902,-0.0155495,-0.0859054,-0.114417,-0.0162118,-0.0879301,0.00164868,0.00674924,-0.0169389,-0.00142744,0.00668759,-0.0168704,0.00110774,0.00493824,-0.0111358,-0.000965219,0.00489245,-0.0111129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0132633,-0.00575209,0.340355,-0.0878434,0,0
1.74471e+09,1,-0.00033371,0.0269805,-0.000194436,-0.0383858,-0.000365506,-0.999263,0,-0,-0,0.0299181,0.0290503,-0.0991755,-0.0307812,0.0258863,-0.0993356,0.115549,-0.013012,-0.092544,-0.115013,-0.0137015,-0.0945569,0.00329098,0.0115425,-0.0332157,-0.003055,0.0114768,-0.0331995,0.00189731,0.00667477,-0.0196821,-0.00180194,0.00659448,-0.0196529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0132301,-0.00574931,0.339116,-0.0876529,0,0
1.74471e+09,1,-0.000149208,0.0388934,-0.000242718,-0.03566,-0.000348066,-0.999364,0,-0,-0,0.0314552,0.0339492,-0.114337,-0.0322352,0.0307624,-0.114506,0.11637,-0.0105617,-0.101138,-0.115813,-0.0112858,-0.103141,0.0041971,0.0123891,-0.0405793,-0.00401074,0.0123389,-0.0406296,0.0021248,0.005462,-0.0223405,-0.00210431,0.00537441,-0.0223235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0132233,-0.00574989,0.337088,-0.0873284,0,0
1.74471e+09,1,-1.79688e-05,0.0445247,-0.000257576,-0.0319092,-0.000342442,-0.999491,0,-0,-0,0.0334173,0.0391508,-0.132743,-0.0341246,0.0359454,-0.132946,0.117305,-0.00864202,-0.110997,-0.116751,-0.00940359,-0.112997,0.00458018,0.0110444,-0.0418676,-0.00443,0.0110083,-0.0419616,0.00209015,0.00340752,-0.022048,-0.0021121,0.00332493,-0.0220468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0132795,-0.00575594,0.335234,-0.0870178,0,0
1.74471e+09,1,6.26123e-05,0.0433548,-0.000246647,-0.0283658,-0.000345344,-0.999598,0,-0,-0,0.0352334,0.0430559,-0.14886,-0.0358862,0.0398388,-0.149105,0.118103,-0.00768644,-0.119417,-0.117562,-0.00847942,-0.121418,0.00444845,0.0085969,-0.0384961,-0.00432264,0.00857318,-0.0386094,0.00190146,0.0015896,-0.0200551,-0.00193935,0.00151524,-0.0200619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0134593,-0.0057725,0.333023,-0.0866267,0,0
1.74471e+09,1,0.000172066,0.0368883,-0.000179557,-0.0251395,-0.000355449,-0.999684,0,-0,-0,0.0369151,0.0458655,-0.162989,-0.0375269,0.0426435,-0.163282,0.11881,-0.00735801,-0.126862,-0.118286,-0.00817209,-0.128874,0.00394755,0.00573899,-0.0323296,-0.0038678,0.0057387,-0.0324517,0.00166503,0.00040917,-0.0174586,-0.00171109,0.000380895,-0.017506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0137832,-0.00580081,0.331077,-0.0862571,0,0
1.74471e+09,1,0.000179049,0.0262776,-0.000142572,-0.0226434,-0.000370206,-0.999744,0,-0,-0,0.0383404,0.0475582,-0.174257,-0.0389218,0.0443395,-0.174598,0.119433,-0.00726002,-0.1333,-0.118923,-0.00808072,-0.135334,0.00322765,0.00301426,-0.0246534,-0.00315084,0.00302729,-0.0247728,0.00146511,0.000160404,-0.0149533,-0.00149225,0.000149589,-0.0150117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0141592,-0.00583292,0.329762,-0.0859861,0,0
1.74471e+09,1,0.000145367,0.0139811,-0.000125803,-0.0209304,-0.000385178,-0.999781,0,-0,-0,0.0395464,0.0482226,-0.183028,-0.0400929,0.0450107,-0.183419,0.120019,-0.00721335,-0.139179,-0.119517,-0.00803751,-0.141238,0.00233132,0.000456846,-0.0162353,-0.00224771,0.000471046,-0.0163396,0.00122523,0.000105015,-0.0120435,-0.00123189,9.80556e-05,-0.012099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0147418,-0.00588128,0.328528,-0.0857041,0,0
1.74471e+09,1,0.000151706,0.00486153,-0.000108193,-0.0202255,-0.000397201,-0.999795,0,-0,-0,0.0403087,0.0480787,-0.188114,-0.0408247,0.0448745,-0.188546,0.120459,-0.00715452,-0.143427,-0.11996,-0.00798035,-0.145508,0.00157301,-0.00105912,-0.00988421,-0.00150327,-0.0010362,-0.00998492,0.000994397,0.00015265,-0.00945999,-0.00100147,0.000150717,-0.00951448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0152721,-0.00592451,0.327803,-0.0855166,0,0
1.74471e+09,1,0.000138489,-0.00258401,-9.07403e-05,-0.0201754,-0.000408993,-0.999796,0,-0,-0,0.0407896,0.0473305,-0.19079,-0.0412797,0.0441361,-0.19126,0.120805,-0.00710237,-0.146674,-0.120308,-0.00792831,-0.148777,0.00091492,-0.00248591,-0.00423554,-0.00085449,-0.00246055,-0.00432244,0.000759901,0.00010773,-0.00706588,-0.000764077,0.000108549,-0.00711529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.42,0.1,1,-0.0159445,-0.00597872,0.32723,-0.0853399,0,0
