current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,zone_center_0,zone_center_1,zone_center_2,zone_radius_0,reaction_time_0,base_pos_0,base_pos_1,base_pos_2,oobb_0,zone_active_0,zone_pre_active_0
1.74469e+09,0,-1.79612e-08,-0.000126309,1.82348e-08,-0.0437432,6.47161e-08,-0.999043,0,-0,-0,0.0269218,0.0435236,-0.0739202,-0.0269211,0.0435248,-0.0739207,0.108237,-0.0362729,-0.0950683,-0.108238,-0.036273,-0.0950671,3.37809e-06,-6.33658e-05,0.000146349,-3.37529e-06,-6.33655e-05,0.000146355,-1.77912e-05,6.05369e-06,5.87031e-05,1.78043e-05,6.05954e-06,5.87013e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0158959,5.53712e-06,0.3419,0.29774,0,0
1.74469e+09,0,-1.74785e-08,-0.000119051,1.81681e-08,-0.043752,6.6046e-08,-0.999042,0,-0,-0,0.0269231,0.0435014,-0.0738688,-0.0269224,0.0435026,-0.0738692,0.108231,-0.0362706,-0.0950476,-0.108232,-0.0362707,-0.0950464,3.72363e-06,-6.05095e-05,0.00014067,-3.72102e-06,-6.05091e-05,0.000140676,-1.76199e-05,6.80663e-06,5.7046e-05,1.76328e-05,6.81248e-06,5.70441e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0158956,5.53715e-06,0.341906,0.297738,0,0
1.74469e+09,0,-1.13589e-05,0.0107849,5.65971e-07,-0.0434199,4.82892e-07,-0.999057,0,-0,-0,0.027232,0.0448652,-0.0771613,-0.0272305,0.0448663,-0.0771616,0.108439,-0.0351947,-0.0973405,-0.108438,-0.0351949,-0.0973392,0.00181244,0.00788782,-0.019506,-0.00180807,0.0078871,-0.0195044,0.00122312,0.00592371,-0.0132568,-0.00121842,0.0059231,-0.0132556,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0158909,5.54827e-06,0.341712,0.297791,0,0
1.74469e+09,0,-1.02968e-05,0.0252648,1.09026e-06,-0.0420548,1.3315e-06,-0.999115,0,-0,-0,0.0281942,0.0486572,-0.0872658,-0.0281912,0.048658,-0.0872654,0.109042,-0.032681,-0.1038,-0.10904,-0.0326815,-0.103798,0.0032507,0.0119453,-0.0335297,-0.00324718,0.0119446,-0.0335281,0.00193852,0.00717152,-0.0205921,-0.00193434,0.00717106,-0.0205909,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0158765,5.60481e-06,0.340363,0.29817,0,0
1.74469e+09,0,-3.10827e-06,0.0369686,1.33633e-06,-0.0394776,1.85143e-06,-0.99922,0,-0,-0,0.0297177,0.0537143,-0.102537,-0.029714,0.0537149,-0.102536,0.109892,-0.0300593,-0.112752,-0.109889,-0.0300599,-0.11275,0.00416366,0.0127618,-0.0408077,-0.00416331,0.0127615,-0.0408067,0.00221624,0.00581552,-0.0231893,-0.00221513,0.00581552,-0.0231887,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0159082,5.65996e-06,0.3383,0.29879,0,0
1.74469e+09,0,3.07267e-06,0.0424258,1.25597e-06,-0.0362416,1.81665e-06,-0.999343,0,-0,-0,0.031481,0.0586007,-0.119327,-0.0314777,0.0586012,-0.119326,0.110785,-0.0281746,-0.122033,-0.110782,-0.0281751,-0.122031,0.00453634,0.0115399,-0.0421858,-0.00453848,0.0115399,-0.0421855,0.002214,0.00378249,-0.022902,-0.00221548,0.00378283,-0.0229021,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0160226,5.69652e-06,0.336214,0.299478,0,0
1.74469e+09,0,6.65225e-06,0.0417753,9.3339e-07,-0.0328468,1.39988e-06,-0.99946,0,-0,-0,0.0332844,0.062687,-0.1356,-0.0332823,0.0626876,-0.135599,0.111636,-0.0271091,-0.130778,-0.111634,-0.0271093,-0.130776,0.00443549,0.00903068,-0.0390183,-0.00443888,0.00903097,-0.0390185,0.00203885,0.00178799,-0.0208625,-0.00204178,0.0017885,-0.0208629,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0162484,5.72046e-06,0.334193,0.300227,0,0
1.74469e+09,0,8.61886e-06,0.0338173,-1.83716e-07,-0.0291819,6.62755e-07,-0.999574,0,-0,-0,0.0352779,0.0660865,-0.152493,-0.0352775,0.0660872,-0.152492,0.112538,-0.0267102,-0.139943,-0.112538,-0.0267102,-0.139941,0.00384579,0.00545662,-0.0314641,-0.00384952,0.00545701,-0.0314648,0.00175655,0.00034448,-0.0176672,-0.00176042,0.000344714,-0.0176677,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0165609,5.73478e-06,0.332568,0.300922,0,0
1.74469e+09,0,8.48703e-06,0.0239673,-7.56316e-07,-0.0271335,2.8529e-08,-0.999632,0,-0,-0,0.036534,0.0675356,-0.162423,-0.0365349,0.0675366,-0.162422,0.113132,-0.0266345,-0.145845,-0.113133,-0.0266344,-0.145843,0.00318626,0.00289212,-0.0243968,-0.00318959,0.00289253,-0.0243978,0.00156177,0.000137111,-0.0153495,-0.00156555,0.000137267,-0.0153501,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.0170871,5.74495e-06,0.330921,0.301772,0,0
1.74469e+09,0,5.59254e-06,0.0127019,-9.40796e-07,-0.0257197,-5.44857e-07,-0.999669,0,-0,-0,0.0376318,0.0681181,-0.170449,-0.0376337,0.0681192,-0.170448,0.113706,-0.0265988,-0.151402,-0.113709,-0.0265987,-0.1514,0.00237246,0.000473614,-0.0167294,-0.00237438,0.000473859,-0.0167303,0.00133413,8.91953e-05,-0.012701,-0.00133655,8.92782e-05,-0.0127015,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.1,1,-0.017757,5.75254e-06,0.329684,0.302601,0,0
