current_time,real_current_time,gravity_vec_0,gravity_vec_1,gravity_vec_2,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,commands_0,commands_1,commands_2,
1.75673e+09,0,-0.0376434,4.42658e-07,-0.999291,5.08671e-08,0.000459738,-3.96398e-07,0.0243545,0.00654024,-0.0936517,-0.0243094,0.00650585,-0.0936866,0.113911,-0.00312406,-0.0761555,-0.113955,-0.00291932,-0.0760093,3.85053e-05,2.04472e-05,0.000198648,-3.84129e-05,2.04581e-05,0.000198523,-9.10139e-05,-6.77068e-05,0.000382173,9.10064e-05,-6.80369e-05,0.000382182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75673e+09,0,-0.0376233,4.39513e-07,-0.999292,6.18371e-08,0.00045662,-3.92372e-07,0.0243631,0.0065462,-0.09361,-0.024318,0.00651181,-0.093645,0.113891,-0.00313741,-0.0760734,-0.113935,-0.00293273,-0.0759271,3.96258e-05,3.28277e-05,0.000180491,-3.95372e-05,3.28402e-05,0.000180364,-8.89916e-05,-5.43997e-05,0.000365254,8.89818e-05,-5.47258e-05,0.000365261,-0.574921,-2.50092,-2.14033,0.712141,-0.401184,-1.02154,1.59013,0.409189,-3.43321,-1.4333,-0.716691,-2.66851,0,0,0,0
1.75673e+09,0,-0.0379191,0.00158328,-0.99928,-0.232215,-0.0399929,0.0146004,0.0234761,-0.0117173,-0.12863,-0.019617,0.00636095,-0.109846,0.119855,0.0105581,-0.147736,-0.120007,-0.00579184,-0.127754,-0.0442108,-0.553447,-0.891016,0.130011,-0.00793641,-0.43253,0.17916,0.345831,-1.89903,-0.174023,-0.103673,-1.37874,-0.515808,-2.28693,-1.90741,0.647,-0.456501,-0.862552,1.33944,0.260861,-3.21618,-1.28004,-0.874942,-2.6187,0,0,0,0
1.75673e+09,0,-0.0397063,0.00975511,-0.999164,-0.445261,-0.129418,0.058586,0.00559583,-0.140513,-0.25561,0.0133462,-0.00658143,-0.16616,0.164771,0.0486706,-0.436579,-0.160331,-0.0435413,-0.344652,-0.257428,-1.64882,-1.2073,0.43077,-0.20304,-0.527563,0.620173,0.253465,-2.83782,-0.528552,-0.556325,-2.21369,-0.470318,-2.4791,-1.87722,0.663681,-0.402914,-0.976556,1.45263,0.31386,-3.26787,-1.34461,-0.81233,-2.76821,0,0,0,0
1.75673e+09,0,-0.0433895,0.021066,-0.998836,-0.617136,-0.20046,0.0499,-0.0297075,-0.336252,-0.356946,0.0569767,-0.0261705,-0.231422,0.245542,0.0594,-0.687194,-0.223994,-0.1202,-0.548982,-0.420327,-2.09779,-0.767173,0.391729,-0.158785,-0.79663,0.912338,0.0291648,-2.09924,-0.672563,-0.904837,-1.79469,-0.533314,-2.40041,-1.62447,0.752951,-0.471522,-1.01864,1.3607,0.348456,-3.15914,-1.25108,-0.89841,-2.76895,0,0,0,0
1.75673e+09,0,-0.0486401,0.0379277,-0.998096,-1.0193,-0.284553,-0.0110225,-0.0771028,-0.543037,-0.400776,0.0979643,-0.0472572,-0.298939,0.337204,0.0616667,-0.843673,-0.28756,-0.214291,-0.692369,-0.487591,-2.00476,-0.166484,0.376244,-0.18402,-0.737787,0.895254,0.0474541,-1.19382,-0.560288,-0.935944,-1.1785,-0.566048,-2.77303,-1.43449,0.783606,-0.44527,-1.167,1.50759,0.446178,-3.44213,-1.25157,-1.09106,-3.04018,0,0,0,0
1.75673e+09,0,-0.0535486,0.0567362,-0.996952,-1.30158,-0.336753,-0.0536547,-0.115395,-0.68919,-0.402429,0.12611,-0.0615193,-0.356099,0.401852,0.0708334,-0.915965,-0.324641,-0.282223,-0.769167,-0.470592,-1.71336,0.0627622,0.340191,-0.177397,-0.719436,0.743549,0.211287,-0.812163,-0.407091,-0.775917,-0.895253,-0.665682,-3.34551,-1.48559,0.842302,-0.508248,-1.53623,1.8082,0.734232,-4.06882,-1.49267,-1.27802,-3.60531,0,0,0,0
1.75673e+09,0,-0.0624766,0.0891818,-0.994054,-1.65282,-0.462793,-0.115347,-0.163094,-0.851533,-0.391406,0.161081,-0.0816785,-0.437257,0.470349,0.111857,-1.00027,-0.361258,-0.350492,-0.862922,-0.4059,-1.29547,0.0682287,0.306412,-0.184227,-0.812126,0.536193,0.500484,-0.846435,-0.276986,-0.496016,-0.91825,-0.835012,-3.86256,-1.6457,0.961312,-0.582045,-1.9732,2.09202,0.92887,-4.77852,-1.64765,-1.45834,-4.2716,0,0,0,0
1.75673e+09,0,-0.0899112,0.0961293,-0.9913,1.40853,-2.57495,-0.616217,-0.195145,-0.907776,-0.398558,0.189089,-0.0996062,-0.504079,0.503404,0.173373,-1.09709,-0.41342,-0.384288,-0.969094,-0.302253,0.185391,-0.248375,0.292177,-0.137672,-0.587634,0.148175,0.731483,-1.12783,-0.874131,-0.195954,-1.22975,-0.904705,-4.42964,-2.1102,1.08954,-0.65717,-2.52644,2.42883,1.29793,-5.53625,-2.02718,-1.49755,-4.87155,0,0,0,0
1.75673e+09,0,-0.158078,0.047227,-0.986297,2.80076,-3.78986,-0.817719,-0.229959,-0.861821,-0.44037,0.227439,-0.114097,-0.563192,0.521906,0.250693,-1.22985,-0.509381,-0.394335,-1.10566,-0.368524,0.550691,-0.624718,0.445346,-0.156968,-0.72713,0.284484,0.807652,-1.57115,-0.920993,-0.0389838,-1.54805,-1.00528,-5.01537,-2.60766,1.0498,-0.668407,-3.20854,2.78476,1.72135,-6.42453,-2.25071,-1.45444,-5.69324,0,0,0,0
