current_time,real_current_time,gravity_vec_0,gravity_vec_1,gravity_vec_2,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,commands_0,commands_1,commands_2,
1.75673e+09,0,-0.0336181,-5.59352e-07,-0.999435,8.38598e-08,0.000401791,-1.8468e-07,0.0247784,-0.00398594,-0.0995781,-0.0247593,-0.00399953,-0.0995942,0.110883,0.00800121,-0.0686882,-0.110901,0.00809228,-0.0686207,4.47918e-05,0.000124717,9.23953e-05,-4.47614e-05,0.000124727,9.23211e-05,-7.4692e-05,1.98051e-05,0.000285242,7.46696e-05,1.96688e-05,0.000285234,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0
1.75673e+09,0,-0.033603,-5.62786e-07,-0.999435,8.4568e-08,0.000397359,-1.83271e-07,0.024787,-0.00396192,-0.0995612,-0.0247678,-0.00397551,-0.0995773,0.110869,0.0080055,-0.0686346,-0.110887,0.00809658,-0.0685673,4.51651e-05,0.00012788,8.64743e-05,-4.51351e-05,0.00012789,8.64001e-05,-7.38529e-05,2.4652e-05,0.000277626,7.38307e-05,2.45168e-05,0.000277618,-0.715686,-2.75816,-2.54728,0.750672,-0.794001,-1.20703,1.40518,0.426884,-3.99291,-1.31683,-1.09703,-3.32902,-0.5,0,0,0
1.75673e+09,0,-0.0345826,0.00228238,-0.999399,-0.415625,-0.162761,-0.0143854,0.0143923,-0.0240861,-0.142586,-0.0160471,-0.00986224,-0.119256,0.115232,0.0222371,-0.155547,-0.115895,0.0103147,-0.147177,-0.380134,-0.726658,-1.28376,0.293661,-0.203643,-0.620398,0.160462,0.425252,-2.74096,-0.167758,0.0371338,-2.48267,-2.15952,-3.76945,-2.79763,2.48719,-2.08972,-0.743275,1.52208,0.0891372,-5.09562,-1.77356,-0.994835,-4.88989,-0.5,0,0,0
1.75673e+09,0,-0.0386671,0.010502,-0.999197,-0.474664,-0.229809,-0.0240836,-0.0525327,-0.136073,-0.265578,0.0447022,-0.064295,-0.147251,0.133298,0.0485423,-0.451413,-0.140483,-0.00597191,-0.426196,-1.19744,-1.64085,-1.15109,0.875413,-0.913301,-0.115005,0.0349147,-0.0251004,-3.41151,-0.21807,-0.460416,-3.54702,-2.36639,-0.71681,-0.208875,2.12843,-1.85889,0.825206,-1.15156,-0.917517,-1.88593,0.329203,-0.522453,-2.86532,-0.5,0,0,0
1.75673e+09,0,-0.0421543,0.0280038,-0.998719,-1.01711,-0.192058,-0.0934642,-0.224041,-0.287364,-0.274784,0.118781,-0.157044,-0.163971,0.080904,-0.0189895,-0.639837,-0.114739,-0.0835422,-0.704469,-1.71865,-0.805629,0.889565,0.521872,-0.656203,0.131624,-0.856793,-0.907315,0.547253,0.637784,-0.55474,-1.04285,-2.00565,1.43962,1.18494,1.16469,-0.161773,1.99185,-1.97385,-0.308224,2.39959,1.27335,0.955825,-0.0874961,-0.5,0,0,0
1.75673e+09,0,-0.0541563,0.0516626,-0.997195,-0.885109,-1.11615,-0.0677886,-0.369347,-0.284402,-0.176647,0.15017,-0.178983,-0.147284,-0.028007,-0.113779,-0.297159,-0.0155433,-0.0683612,-0.630112,-0.977303,0.634838,-0.0751143,0.140116,0.0233554,0.19439,-1.16927,-1.14166,6.22534,1.10616,1.0375,1.74303,-0.0225333,2.75601,0.105171,-0.240407,-0.0915891,0.870187,-2.2127,-0.606487,7.09309,0.860353,3.26395,-0.251942,-0.5,0,0,0
1.75673e+09,0,-0.0592307,0.00590574,-0.998227,4.22186,0.850161,0.345978,-0.460241,-0.158841,-0.270763,0.0981817,-0.177006,-0.152416,-0.114139,-0.152613,-0.0959214,0.11548,0.139913,-0.398492,-0.463902,1.74088,-1.46925,-0.908953,-0.143199,-0.363479,-0.82611,-0.247966,0.307728,1.37105,2.29633,1.5391,1.77626,3.87519,-1.88688,-0.303813,-1.55515,-1.27588,-2.65736,-3.10443,8.02631,0.85097,3.01437,-3.03258,-0.5,0,0,0
1.75673e+09,0,-0.00999841,-0.106477,-0.994265,5.54437,3.36905,0.0135095,-0.41488,0.09385,-0.392232,-0.0135326,-0.225046,-0.209706,-0.212582,-0.227737,-0.0486127,0.273538,0.364242,-0.364641,1.11785,2.97598,-0.669074,-0.874035,-0.680136,-0.314532,-0.908947,-1.03825,0.6247,1.70951,1.87631,-0.400734,-0.274563,3.37508,-1.17299,2.60281,-1.15003,1.46059,-1.31619,-1.92092,4.33622,1.03014,1.17024,-3.38132,-0.5,0,0,0
1.75673e+09,0,0.0552625,-0.169064,-0.984055,0.582109,2.46482,-0.155352,-0.27439,0.370697,-0.396714,-0.0580437,-0.288314,-0.25644,-0.23843,-0.326267,0.00950992,0.418959,0.458354,-0.473801,1.22893,1.96562,0.103351,0.00383615,-0.632395,-0.0830163,0.639566,-0.640682,0.315931,0.897216,0.000106632,-1.74878,-2.85314,-1.08597,-2.3353,3.40314,-0.948118,8.15902,1.84111,-0.526691,0.669604,-0.128583,-0.629877,-4.5386,-0.5,0,0,0
1.75673e+09,0,0.0740417,-0.122532,-0.989699,-3.73664,-0.509142,-0.0762934,-0.210911,0.450568,-0.438868,-0.00198634,-0.359583,-0.191373,-0.0605697,-0.326659,-0.00521863,0.417349,0.353219,-0.709017,0.00831241,-0.258681,-1.13222,0.79068,-0.674453,1.11479,2.16756,0.592684,-0.70651,-0.720251,-1.39641,-2.11336,-2.51341,-1.57568,-3.7857,1.90393,-2.41736,7.79912,1.6175,-0.0126382,-0.9547,-0.12686,0.509486,-3.98388,-0.5,0,0,0
