current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11
1.75613e+09,0,-7.8411e-10,3.2892e-05,1.66727e-09,-0.0233784,-5.83043e-07,-0.999727,1.63623,-0.646714,0.00886793,0.0347249,-0.00695688,-0.10319,-0.0347251,-0.00696242,-0.103191,0.0959304,0.0198857,-0.0585113,-0.0959301,0.0198857,-0.0585134,1.11317e-05,5.54549e-07,-1.62588e-07,-1.11316e-05,5.55996e-07,-1.62403e-07,-9.93023e-06,2.46686e-06,1.41828e-06,9.93016e-06,2.46701e-06,1.419e-06,0,0,0,0,0,0,0,0,0,0,0,0
