current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,zone_center_0,zone_center_1,zone_center_2,zone_radius_0,reaction_time_0,base_pos_0,base_pos_1,base_pos_2,oobb_0,zone_active_0,zone_pre_active_0
1.74471e+09,0,-2.48168e-07,5.86165e-05,-2.29906e-07,-0.039911,2.83896e-06,-0.999203,0,-0,-0,0.0246018,0.0147419,-0.0912054,-0.0245425,0.0146976,-0.0912474,0.114997,-0.00927711,-0.0822768,-0.115059,-0.00899202,-0.0820764,-2.87464e-06,-0.000144533,0.000253032,3.06635e-06,-0.00014454,0.000252981,-4.05435e-05,-0.000141337,0.000235187,4.06603e-05,-0.000141482,0.000235163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0342797,4.12756e-06,0.340486,-0.513412,0,0
1.74471e+09,0,-2.34588e-07,6.34604e-05,-2.28535e-07,-0.0399056,2.85933e-06,-0.999204,0,-0,-0,0.0246007,0.0146804,-0.0910971,-0.0245413,0.014636,-0.0911392,0.11498,-0.00933754,-0.0821754,-0.115042,-0.00905257,-0.0819749,-2.09057e-06,-0.000135783,0.000240271,2.27695e-06,-0.000135789,0.000240218,-3.95055e-05,-0.000134159,0.000226774,3.96171e-05,-0.000134302,0.000226751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0342785,4.12474e-06,0.340502,-0.513427,0,0
1.74471e+09,0,-1.44945e-05,0.0105854,-1.47569e-06,-0.0396076,3.32406e-06,-0.999215,0,-0,-0,0.024824,0.0156335,-0.0935155,-0.0247635,0.015589,-0.0935575,0.115123,-0.00863808,-0.08375,-0.115184,-0.00835329,-0.0835493,0.00152176,0.00653714,-0.0167648,-0.00151566,0.00653585,-0.0167638,0.00101372,0.00470996,-0.0108544,-0.00100813,0.00470913,-0.0108521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0342665,4.14085e-06,0.340252,-0.513202,0,0
1.74471e+09,0,-1.45223e-05,0.0261302,-3.14876e-06,-0.0382144,4.4782e-06,-0.99927,0,-0,-0,0.025695,0.0190374,-0.102894,-0.0256321,0.0189922,-0.102936,0.11566,-0.00645679,-0.089492,-0.115719,-0.00617224,-0.0892901,0.00303007,0.011051,-0.0320392,-0.00302387,0.0110489,-0.0320383,0.00176712,0.00643376,-0.0188764,-0.00176206,0.00643335,-0.0188739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0342292,4.20016e-06,0.339026,-0.512088,0,0
1.74471e+09,0,-4.52138e-06,0.0395341,-4.95672e-06,-0.0352187,5.26297e-06,-0.99938,0,-0,-0,0.0273027,0.0242507,-0.11931,-0.027238,0.0242045,-0.119351,0.116523,-0.00387645,-0.0986959,-0.116581,-0.00359184,-0.0984933,0.00407038,0.0120648,-0.0404725,-0.00406794,0.0120623,-0.0404727,0.00206327,0.00517831,-0.0219767,-0.00206285,0.00517879,-0.0219756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0342141,4.25121e-06,0.337217,-0.510425,0,0
1.74471e+09,0,3.19099e-06,0.0449958,-6.45654e-06,-0.0314213,5.24623e-06,-0.999506,0,-0,-0,0.0292101,0.0293022,-0.137645,-0.029145,0.0292548,-0.137687,0.117436,-0.00206697,-0.108401,-0.117495,-0.001782,-0.108198,0.00446183,0.0107142,-0.0417137,-0.00446202,0.0107117,-0.0417147,0.00204811,0.00319507,-0.0217339,-0.00205113,0.00319606,-0.0217341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0342654,4.28646e-06,0.33518,-0.508521,0,0
1.74471e+09,0,6.69468e-06,0.044086,-7.34592e-06,-0.0281916,4.8469e-06,-0.999603,0,-0,-0,0.0308097,0.0327561,-0.152185,-0.0307449,0.0327079,-0.152228,0.118146,-0.00123727,-0.115925,-0.118206,-0.000951946,-0.115723,0.00437487,0.00858543,-0.038853,-0.00437605,0.00858302,-0.0388546,0.00189601,0.00161533,-0.0200675,-0.00190054,0.00161654,-0.0200688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0344157,4.30993e-06,0.333176,-0.506604,0,0
1.74471e+09,0,7.78179e-06,0.0372174,-9.07069e-06,-0.0245872,4.17658e-06,-0.999698,0,-0,-0,0.0326323,0.035805,-0.167822,-0.032568,0.0357557,-0.167865,0.11892,-0.00088346,-0.124104,-0.118983,-0.000597656,-0.123902,0.00388259,0.00554626,-0.0322951,-0.00388363,0.00554381,-0.032297,0.0016541,0.000375155,-0.0173702,-0.00165951,0.00037573,-0.0173718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0347176,4.33516e-06,0.331212,-0.504665,0,0
1.74471e+09,1,7.65109e-06,0.0266182,-9.63877e-06,-0.0220656,3.52121e-06,-0.999757,0,-0,-0,0.0340337,0.0374324,-0.179076,-0.0339698,0.0373821,-0.17912,0.119538,-0.000791728,-0.130515,-0.119603,-0.000505745,-0.130314,0.00317243,0.00287813,-0.0246372,-0.00317314,0.00287585,-0.0246392,0.00145127,0.000151915,-0.0149038,-0.00145678,0.000152322,-0.014906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0351212,4.36846e-06,0.32974,-0.503148,0,0
1.74471e+09,1,6.75034e-06,0.0154688,-8.97504e-06,-0.0204321,2.96006e-06,-0.999791,0,-0,-0,0.0351277,0.0380403,-0.187211,-0.0350639,0.0379892,-0.187256,0.12007,-0.000749886,-0.135905,-0.120136,-0.000463784,-0.135705,0.00236915,0.000561283,-0.0169795,-0.00236938,0.000559708,-0.0169817,0.00123043,9.81253e-05,-0.0122963,-0.00123529,9.86875e-05,-0.0122991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0356379,4.41072e-06,0.328604,-0.501901,0,0
1.74471e+09,1,2.45356e-08,0.00376613,-7.35523e-06,-0.019505,2.63533e-06,-0.99981,0,-0,-0,0.0360835,0.0378009,-0.193708,-0.0360191,0.0377489,-0.193753,0.120629,-0.000672996,-0.141357,-0.120697,-0.000386596,-0.141158,0.00140785,-0.00136105,-0.00876476,-0.00140586,-0.00136283,-0.00876544,0.000934751,0.000150883,-0.00895129,-0.00093659,0.00015129,-0.00895382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.1,1,-0.0363914,4.48107e-06,0.327593,-0.500686,0,0
