current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,zone_center_0,zone_center_1,zone_center_2,zone_radius_0,reaction_time_0,base_pos_0,base_pos_1,base_pos_2,oobb_0,zone_active_0,zone_pre_active_0
1.74479e+09,0,4.21322e-07,5.12393e-07,4.15187e-09,-9.46419e-06,-8.13748e-06,1,-0.476025,-1.06364,-0.199325,0.0124396,0.00714207,-0.00374722,-0.0124105,0.00714207,-0.00374722,0.0124571,0.00973797,-0.00284255,-0.0124268,0.0098263,-0.00284171,-9.26008e-07,3.8714e-06,6.68088e-09,6.46196e-07,3.87164e-06,6.73128e-09,-2.24874e-06,3.68039e-06,4.75583e-08,1.91274e-06,-3.32272e-06,-4.65035e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.45771,-1.47928,0.329458,0.1,1,0.670564,-0.705356,-0.20203,0.625168,0,0
1.74479e+09,0,4.19413e-07,5.07361e-07,4.05135e-09,-9.50904e-06,-8.1005e-06,1,0.301369,0.860626,0.0539406,0.0124392,0.00714374,-0.00374722,-0.0124102,0.00714374,-0.00374722,0.0124561,0.00973952,-0.00284255,-0.012426,0.00982487,-0.00284171,-9.18047e-07,3.74029e-06,7.26319e-09,6.39101e-07,3.74053e-06,7.31348e-09,-2.22762e-06,3.55508e-06,4.5123e-08,1.89356e-06,-3.20936e-06,-4.40584e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.45769,-1.47877,0.332846,0.1,1,0.671173,-0.705147,-0.20054,0.625397,0,0
1.74479e+09,0,4.35391e-06,1.11339e-06,5.89354e-08,-9.51073e-06,-7.90939e-06,1,-0.308872,-1.29039,0.680087,0.0124418,0.00720644,-0.00381589,-0.0124137,0.00720638,-0.00381589,0.0124566,0.0100293,-0.00290227,-0.0124266,0.0101053,-0.0029012,1.45358e-05,0.000340575,-0.000348578,-1.83137e-05,0.000340469,-0.000348567,4.67284e-06,0.00164911,-0.000298017,-5.05677e-06,0.00160449,-0.000297122,0,0,0,0,0,0,0,0,0,0,0,0,1.45579,-1.48033,0.333339,0.1,1,0.67045,-0.705888,-0.200334,0.625283,0,0
1.74479e+09,0,4.23208e-06,8.43022e-06,5.3705e-08,-9.91632e-06,-7.58707e-06,1,-0.942372,1.14674,0.432219,0.0124479,0.00735015,-0.00395572,-0.0124212,0.00735009,-0.00395572,0.0124586,0.0107728,-0.00301588,-0.0124288,0.0108293,-0.00301456,1.73834e-05,0.00041368,-0.000399371,-2.13762e-05,0.000413648,-0.000399371,5.80962e-06,0.00222809,-0.000312971,-6.22718e-06,0.0021701,-0.000312722,0,0,0,0,0,0,0,0,0,0,0,0,1.45722,-1.47898,0.332799,0.1,1,0.67092,-0.705381,-0.200384,0.625157,0,0
1.74479e+09,0,2.97403e-06,9.7133e-06,4.25407e-08,-1.07882e-05,-7.27517e-06,1,-1.94761,-0.552269,-0.0221304,0.0124551,0.00751275,-0.0041281,-0.01243,0.00751269,-0.0041281,0.0124611,0.0116805,-0.00314534,-0.0124315,0.0117135,-0.00314403,1.51032e-05,0.000325771,-0.000384042,-1.83772e-05,0.000325782,-0.000384043,5.79127e-06,0.00183829,-0.00028054,-6.22603e-06,0.00179089,-0.000280869,0,0,0,0,0,0,0,0,0,0,0,0,1.45658,-1.47952,0.33317,0.1,1,0.670835,-0.705463,-0.200423,0.625267,0,0
1.74479e+09,0,2.08835e-06,6.05746e-06,3.93565e-08,-1.14131e-05,-7.07854e-06,1,-1.13274,-1.60295,-0.561065,0.0124604,0.0076353,-0.00427842,-0.0124365,0.00763524,-0.00427842,0.0124634,0.0122858,-0.00325334,-0.012434,0.0123032,-0.00325227,1.19198e-05,0.000297621,-0.000368463,-1.45589e-05,0.000297622,-0.000368465,5.71767e-06,0.0012437,-0.000263132,-6.15687e-06,0.0012118,-0.000263578,0,0,0,0,0,0,0,0,0,0,0,0,1.45654,-1.47943,0.33331,0.1,1,0.67071,-0.705613,-0.200251,0.625159,0,0
1.74479e+09,0,1.47399e-06,2.06154e-06,3.93525e-08,-1.17465e-05,-6.92656e-06,1,0.449815,0.301189,0.140055,0.0124649,0.0077641,-0.00443637,-0.012442,0.00776404,-0.00443637,0.0124659,0.0126919,-0.00336635,-0.0124367,0.0126989,-0.0033654,8.82727e-06,0.000289528,-0.00035081,-1.09059e-05,0.000289529,-0.000350812,5.67337e-06,0.000683209,-0.000251915,-6.11226e-06,0.000665779,-0.000252295,0,0,0,0,0,0,0,0,0,0,0,0,1.45695,-1.47904,0.333435,0.1,1,0.670951,-0.705371,-0.200291,0.625243,0,0
1.74479e+09,0,1.03293e-06,-5.46966e-07,3.67229e-08,-1.17941e-05,-6.82539e-06,1,-0.504457,-0.704578,0.465332,0.0124679,0.00787878,-0.00457323,-0.0124457,0.00787872,-0.00457323,0.0124682,0.0128856,-0.00346541,-0.0124391,0.0128881,-0.0034647,6.64487e-06,0.000284398,-0.000335382,-8.22822e-06,0.0002844,-0.000335384,5.65036e-06,0.000361283,-0.000245049,-6.08643e-06,0.000355908,-0.00024544,0,0,0,0,0,0,0,0,0,0,0,0,1.45839,-1.4784,0.329704,0.1,1,0.670736,-0.70515,-0.201842,0.625098,0,0
1.74479e+09,0,-2.32614e-07,-1.66634e-06,3.1486e-08,-1.16965e-05,-6.80705e-06,1,0.740244,-0.486617,0.424838,0.0124702,0.00798023,-0.00469124,-0.0124483,0.00798023,-0.00469124,0.0124702,0.0130001,-0.00355268,-0.0124413,0.0130019,-0.00355208,6.11684e-06,0.00028005,-0.000322157,-6.48364e-06,0.000280053,-0.000322161,5.64589e-06,0.000299894,-0.000240229,-6.05484e-06,0.000299108,-0.000240407,0,0,0,0,0,0,0,0,0,0,0,0,1.45638,-1.47964,0.33301,0.1,1,0.670632,-0.705662,-0.200331,0.625106,0,0
1.74479e+09,0,-1.8369e-07,-1.05019e-06,3.10962e-08,-1.15625e-05,-6.83316e-06,1,0.115105,-1.86415,0.250692,0.0124731,0.00811315,-0.00484121,-0.0124513,0.00811309,-0.00484121,0.0124729,0.0131396,-0.00366509,-0.0124442,0.0131412,-0.00366449,5.99611e-06,0.000274188,-0.000304593,-6.09935e-06,0.000274191,-0.000304595,5.59734e-06,0.000285523,-0.00022857,-5.99539e-06,0.000285408,-0.000228647,0,0,0,0,0,0,0,0,0,0,0,0,1.45631,-1.47969,0.333073,0.1,1,0.670592,-0.705712,-0.200297,0.625101,0,0
1.74479e+09,0,3.13612e-08,-4.6971e-07,3.07006e-08,-1.15055e-05,-6.83796e-06,1,-1.87408,1.38248,-0.353872,0.0124755,0.00822181,-0.00496018,-0.0124537,0.00822175,-0.00496018,0.0124752,0.0132526,-0.00375426,-0.0124466,0.0132542,-0.00375378,5.94228e-06,0.000269575,-0.000291077,-6.03161e-06,0.000269577,-0.000291078,5.54979e-06,0.000280145,-0.000218556,-5.94368e-06,0.000280076,-0.000218619,0,0,0,0,0,0,0,0,0,0,0,0,1.45739,-1.4787,0.332942,0.1,1,0.671023,-0.705228,-0.2004,0.625192,0,0
1.74479e+09,0,1.56762e-07,-1.41568e-07,3.0236e-08,-1.14858e-05,-6.8303e-06,1,0.793918,1.90348,-0.592113,0.0124776,0.00831801,-0.00506246,-0.0124559,0.00831795,-0.00506258,0.0124772,0.0133525,-0.00383115,-0.0124487,0.0133541,-0.00383067,5.89689e-06,0.000265544,-0.000279547,-5.98621e-06,0.000265546,-0.000279548,5.50688e-06,0.00027587,-0.000209899,-5.89746e-06,0.000275806,-0.000209957,0,0,0,0,0,0,0,0,0,0,0,0,1.45609,-1.48052,0.3312,0.1,1,0.670089,-0.705965,-0.201308,0.62527,0,0
1.74479e+09,0,2.40103e-07,7.75969e-08,2.96484e-08,-1.1485e-05,-6.81208e-06,1,1.12601,0.894742,0.318433,0.0124802,0.00843358,-0.00518203,-0.0124585,0.00843358,-0.00518215,0.0124796,0.0134727,-0.00392091,-0.0124513,0.0134741,-0.00392044,5.84126e-06,0.000260483,-0.000265523,-5.93215e-06,0.000260484,-0.000265523,5.45422e-06,0.00027057,-0.000199344,-5.84085e-06,0.000270507,-0.000199399,0,0,0,0,0,0,0,0,0,0,0,0,1.45771,-1.47914,0.32956,0.1,1,0.670557,-0.705355,-0.201908,0.625075,0,0
