current_time,real_current_time,gravity_vec_0,gravity_vec_1,gravity_vec_2,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,commands_0,commands_1,commands_2,
1.75673e+09,0,-0.0324787,-9.46997e-07,-0.999472,4.83806e-08,0.000220758,-9.06046e-08,0.0258302,-0.00155234,-0.0989764,-0.0258106,-0.00156647,-0.0989939,0.109601,0.00907552,-0.0658571,-0.10962,0.00916505,-0.0657901,5.01603e-05,5.96205e-05,8.47138e-06,-5.01571e-05,5.96273e-05,8.44007e-06,-5.65185e-05,4.44543e-05,7.21253e-05,5.65208e-05,4.43734e-05,7.20884e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75673e+09,0,-0.0324712,-9.48735e-07,-0.999473,4.80788e-08,0.000220303,-9.01767e-08,0.0258387,-0.00154221,-0.0989749,-0.0258191,-0.0015564,-0.0989925,0.109592,0.00908303,-0.0658448,-0.10961,0.00917256,-0.0657778,5.01643e-05,5.90794e-05,8.36492e-06,-5.01612e-05,5.90862e-05,8.33388e-06,-5.64815e-05,4.42102e-05,7.15591e-05,5.64839e-05,4.41296e-05,7.15221e-05,-0.573511,-2.49605,-2.13875,0.711581,-0.39988,-1.01972,1.58763,0.408664,-3.42745,-1.43217,-0.715017,-2.66385,0,0,0,0
1.75673e+09,1,-0.0327394,0.00163996,-0.999463,-0.239263,-0.0361403,0.014848,0.024778,-0.0196599,-0.133447,-0.0211233,-0.0016346,-0.114767,0.115848,0.0222901,-0.138055,-0.115906,0.00591338,-0.118189,-0.048582,-0.547251,-0.87768,0.130109,-0.00459791,-0.420949,0.187003,0.331632,-1.91305,-0.180341,-0.115289,-1.39384,-0.514165,-2.27361,-1.90447,0.645434,-0.452567,-0.85765,1.33422,0.259248,-3.20218,-1.27645,-0.86995,-2.60821,0,0,0,0
1.75673e+09,1,-0.0341797,0.00908785,-0.999374,-0.444789,-0.115292,0.0544813,0.00891265,-0.130113,-0.246803,0.00771564,-0.0113182,-0.164073,0.155729,0.0551494,-0.400419,-0.151976,-0.0284724,-0.314965,-0.243909,-1.53674,-1.2013,0.413115,-0.168095,-0.51117,0.591078,0.245577,-2.87017,-0.510074,-0.542561,-2.22615,-0.467197,-2.45951,-1.87396,0.661974,-0.395662,-0.971903,1.44567,0.313375,-3.25068,-1.34007,-0.803608,-2.75213,0,0,0,0
1.75673e+09,1,-0.0381892,0.0219987,-0.999028,-0.689206,-0.23388,0.0328279,-0.0291403,-0.337557,-0.358643,0.0544548,-0.0291839,-0.233028,0.244076,0.0644047,-0.681284,-0.221908,-0.114686,-0.542925,-0.429655,-2.04188,-0.753974,0.445664,-0.197855,-0.595689,0.910299,-0.0100255,-2.10524,-0.68942,-0.940552,-1.80072,-0.530452,-2.35402,-1.6172,0.748683,-0.462764,-1.00612,1.34164,0.339522,-3.12378,-1.23728,-0.886984,-2.73522,0,0,0,0
1.75673e+09,1,-0.0424969,0.0355482,-0.998464,-0.95579,-0.288625,-0.00891664,-0.0665898,-0.497844,-0.398934,0.0861664,-0.0423677,-0.286966,0.317634,0.0626872,-0.811848,-0.274189,-0.192338,-0.660735,-0.485142,-1.96636,-0.282547,0.395904,-0.18243,-0.610734,0.90372,-0.00857869,-1.31784,-0.605815,-0.969699,-1.2601,-0.55758,-2.73297,-1.43069,0.778468,-0.43327,-1.1466,1.48969,0.43862,-3.40029,-1.24008,-1.07194,-3.00503,0,0,0,0
1.75673e+09,1,-0.0488735,0.0594793,-0.997032,-1.38753,-0.354461,-0.0615876,-0.113379,-0.675679,-0.404773,0.12025,-0.056077,-0.355524,0.39866,0.06857,-0.903827,-0.32159,-0.279787,-0.757377,-0.447882,-1.61013,0.0678603,0.308564,-0.110609,-0.757851,0.715915,0.156971,-0.716765,-0.377394,-0.76945,-0.812919,-0.657343,-3.27121,-1.46688,0.83324,-0.503089,-1.50298,1.76942,0.7132,-3.99852,-1.46509,-1.2607,-3.54105,0,0,0,0
1.75673e+09,1,-0.0593399,0.0975785,-0.993457,-1.79514,-0.50239,-0.128014,-0.163774,-0.844737,-0.392216,0.157624,-0.0739781,-0.444659,0.469776,0.111668,-0.997487,-0.357729,-0.352945,-0.861756,-0.404982,-1.27056,0.0624849,0.323364,-0.174708,-0.824504,0.51877,0.519258,-0.966706,-0.251956,-0.490595,-1.03376,-0.825141,-3.79794,-1.62138,0.957098,-0.570021,-1.93382,2.06021,0.904603,-4.70601,-1.61901,-1.44649,-4.21252,0,0,0,0
1.75673e+09,1,-0.101898,0.0895501,-0.990756,1.94915,-3.06584,-0.740249,-0.196038,-0.867693,-0.411044,0.192639,-0.0919479,-0.517634,0.498949,0.186632,-1.12222,-0.432741,-0.386768,-0.996407,-0.315249,0.393416,-0.372151,0.37512,-0.156709,-0.608729,0.16149,0.800028,-1.33462,-0.988545,-0.182388,-1.3973,-0.890842,-4.38619,-2.08612,1.08312,-0.656846,-2.4843,2.38937,1.27205,-5.47038,-2.00603,-1.49772,-4.81779,0,0,0,0
1.75673e+09,1,-0.173825,0.0364783,-0.984101,2.96318,-3.82783,-0.813375,-0.231597,-0.81523,-0.466762,0.236355,-0.111273,-0.583887,0.525912,0.267588,-1.2621,-0.528819,-0.396532,-1.14732,-0.393341,0.550422,-0.746648,0.454738,-0.221087,-0.829837,0.461165,0.819896,-1.03736,-0.886568,-0.035711,-1.68425,-0.989654,-4.96892,-2.57594,1.02853,-0.668969,-3.14164,2.74333,1.68901,-6.35876,-2.2271,-1.45805,-5.6348,0,0,0,0
1.75673e+09,1,-0.257673,-0.035319,-0.965586,2.68356,-4.19383,-0.537127,-0.276575,-0.764681,-0.563421,0.278918,-0.136409,-0.690106,0.598462,0.355783,-1.28386,-0.609139,-0.394245,-1.27764,-0.32033,0.363223,-0.962151,0.212012,0.0374771,-1.12504,0.822528,0.849243,0.125848,-0.53893,0.127008,-0.324741,-1.1015,-5.13073,-2.95234,1.03575,-0.673013,-3.55756,2.88955,1.98097,-6.94507,-2.40529,-1.4158,-6.06541,0,0,0,0
1.75673e+09,1,-0.331345,-0.0323852,-0.942954,-1.95723,-3.55263,-0.743124,-0.261685,-0.733625,-0.676157,0.307058,-0.110515,-0.79089,0.700711,0.456034,-1.26787,-0.740978,-0.397774,-1.2734,0.333148,0.0208796,-1.27352,0.350756,0.302104,-1.07477,1.02906,1.07243,0.144185,-1.72114,-0.167671,0.165942,-1.32235,-5.54345,-3.50398,1.11584,-0.703938,-4.00897,3.20283,2.38352,-7.80996,-2.77224,-1.40163,-6.68796,0,0,0,0
1.75673e+09,1,-0.396791,0.0271036,-0.917509,-3.67911,-2.99853,-0.278658,-0.248135,-0.866795,-0.799172,0.356464,-0.0823323,-0.91595,0.796193,0.565414,-1.25668,-0.877491,-0.422836,-1.25671,-0.126448,-2.08633,-0.920625,0.487457,0.204155,-1.17936,0.7009,0.923413,0.0660736,-0.696581,-0.181347,0.116583,-1.61072,-5.84689,-3.56683,1.22249,-0.749004,-4.32313,3.30362,2.59781,-8.21655,-2.83086,-1.59142,-7.13203,0,0,0,0
1.75673e+09,1,-0.444119,0.100187,-0.890349,-3.61515,-1.56802,0.0931339,-0.287913,-1.1272,-0.861032,0.406005,-0.0696875,-1.03002,0.843465,0.64193,-1.2527,-0.91639,-0.447877,-1.2489,-0.721909,-2.89399,-0.376669,0.360416,0.00664391,-1.17078,-0.0130368,0.50034,0.0246252,-0.0734829,-0.223627,0.041822,-1.79302,-6.17162,-3.44007,1.34603,-0.847273,-4.73251,3.49239,2.78565,-8.72314,-2.93385,-1.84695,-7.68956,0,0,0,0
1.75673e+09,1,-0.444007,0.152004,-0.883036,-2.27869,0.383234,0.308524,-0.397711,-1.43642,-0.88128,0.417661,-0.092581,-1.15192,0.796092,0.669932,-1.25181,-0.865227,-0.455436,-1.24733,-1.06307,-2.62976,-0.0700487,0.0030001,-0.429528,-1.0406,-0.402472,0.19617,-0.0105218,0.73257,-0.0861464,-0.00246963,-1.97877,-6.5364,-3.55227,1.49602,-0.994974,-5.03667,3.60526,3.06815,-9.39518,-3.0175,-2.11409,-8.30324,0,0,0,0
1.75673e+09,1,-0.430651,0.185774,-0.883192,-2.28989,1.02273,0.223185,-0.474905,-1.62152,-0.884634,0.415762,-0.139205,-1.22714,0.781582,0.687068,-1.25346,-0.803762,-0.469848,-1.24809,-0.907383,-2.13614,-0.0636345,-0.00266652,-0.700187,-0.9525,0.0261784,0.29412,-0.0347955,0.715715,-0.302594,-0.0211428,-2.26604,-7.29037,-3.76732,1.78513,-1.24169,-5.57901,4.00364,3.50945,-10.3542,-3.314,-2.43892,-9.14885,0,0,0,0
1.75673e+09,1,-0.41021,0.228252,-0.882966,-2.3125,1.1874,0.136511,-0.553529,-1.80642,-0.898569,0.418787,-0.217422,-1.25609,0.814482,0.733242,-1.25785,-0.751548,-0.51763,-1.25105,-0.727711,-1.68456,-0.228976,0.129718,-0.819678,-0.00315245,0.552253,0.627389,-0.0524495,0.328033,-0.613715,-0.0377253,-2.60697,-8.0046,-3.97339,2.16295,-1.43786,-5.85385,4.26719,3.9088,-11.1089,-3.48935,-2.68704,-9.77584,0,0,0,0
1.75673e+09,1,-0.384473,0.272117,-0.882118,-2.08788,1.37419,0.172189,-0.62764,-1.97034,-0.930711,0.451899,-0.30419,-1.24769,0.89333,0.821874,-1.2635,-0.741408,-0.594751,-1.25527,-0.687155,-1.36346,-0.189342,0.43682,-0.760868,0.0936129,0.75039,0.942266,-0.0486991,-0.0250746,-0.761451,-0.0371203,-3.03874,-8.45994,-3.49587,2.37452,-1.6753,-5.90975,4.12845,4.1594,-11.4227,-3.2139,-3.00526,-10.0137,0,0,0,0
1.75673e+09,1,-0.359061,0.32245,-0.875843,-2.97324,1.01121,0.308351,-0.722748,-2.10796,-0.901641,0.498129,-0.350719,-1.23927,0.960294,0.941847,-1.26805,-0.729688,-0.688841,-1.25867,-1.04926,-1.16089,0.773951,0.383419,-0.190569,0.0624459,0.294504,1.2077,-0.0340656,0.296655,-0.944776,-0.0248891,-3.47071,-8.87387,-2.59861,2.76259,-2.06509,-5.70768,3.82486,4.30881,-11.3899,-2.68995,-3.41722,-10.0615,0,0,0,0
