current_time,real_current_time,gravity_vec_0,gravity_vec_1,gravity_vec_2,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,commands_0,commands_1,commands_2,
1.75673e+09,0,-0.0526735,0.00278593,-0.998608,0.000294042,-0.000367549,7.32095e-05,0.000807807,0.0198943,-0.0818057,0.0133555,0.030153,-0.0865244,0.114283,-0.0415754,-0.101174,-0.126969,0.00232291,-0.0626826,-3.99099e-06,-0.000224236,0.000246751,-0.000254649,-0.00031597,0.000322649,-8.50483e-05,1.5847e-05,-4.69838e-05,3.08352e-05,6.52875e-05,-0.000152546,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0
1.75673e+09,0,-0.0526859,0.0027759,-0.998607,0.000273386,-0.000327114,7.326e-05,0.000807494,0.0198551,-0.0817636,0.0133108,0.0300978,-0.0864689,0.114268,-0.0415726,-0.101183,-0.126964,0.00233412,-0.0627093,1.94114e-07,-0.000211962,0.000222477,-0.000243455,-0.000298245,0.000296087,-8.1961e-05,1.61051e-05,-4.83059e-05,2.98417e-05,5.92981e-05,-0.000145404,-0.589867,-2.63727,-2.17618,0.728693,-0.390448,-1.06013,1.67326,0.435334,-3.52718,-1.48992,-0.735277,-2.75676,-0.5,0,0,0
1.75673e+09,0,-0.0525262,0.00299393,-0.998615,-0.0291241,0.0248728,-0.0018854,0.00164664,0.021143,-0.0862048,0.0130884,0.0317302,-0.0906016,0.114742,-0.0395212,-0.10516,-0.127103,0.00414574,-0.0663309,0.0224728,0.0356445,-0.12114,-0.00602906,0.0444412,-0.113613,0.0128232,0.0542927,-0.106946,-0.00422835,0.0482114,-0.0979266,-0.520164,-2.49291,-1.93112,0.679726,-0.471643,-0.905226,1.44572,0.263666,-3.38493,-1.35583,-0.903844,-2.76071,-0.5,0,0,0
1.75673e+09,0,-0.0514091,0.00384396,-0.99867,-0.0499647,0.0842515,-0.00474209,0.00529146,0.0268533,-0.106289,0.0118691,0.0388389,-0.109837,0.116842,-0.0313361,-0.122307,-0.128034,0.0115745,-0.0823126,0.0463333,0.0697399,-0.255961,-0.0175686,0.0887886,-0.249818,0.02675,0.0980124,-0.215056,-0.0137379,0.0902281,-0.202477,-0.47536,-2.71546,-1.93592,0.674253,-0.394661,-1.04574,1.60832,0.321599,-3.49094,-1.44276,-0.876069,-2.94055,-0.5,0,0,0
1.75673e+09,0,-0.0484932,0.00497627,-0.998811,-0.0496849,0.177571,-0.00799777,0.0111236,0.0353164,-0.139685,0.00906716,0.0499064,-0.143747,0.120294,-0.0198894,-0.149989,-0.13022,0.022241,-0.108616,0.0558661,0.0814567,-0.337397,-0.032314,0.105199,-0.349077,0.0337039,0.103468,-0.274352,-0.0251564,0.0970103,-0.262295,-0.514548,-2.50136,-1.71667,0.704784,-0.501728,-1.08854,1.45546,0.292489,-3.33575,-1.31628,-0.93072,-2.83697,-0.5,0,0,0
1.75673e+09,0,-0.0438738,0.00581674,-0.99902,-0.035406,0.275673,-0.010861,0.0169139,0.0436073,-0.17685,0.00506493,0.0601154,-0.181809,0.123718,-0.0104486,-0.17876,-0.133286,0.0311184,-0.136274,0.059564,0.0822472,-0.397802,-0.046379,0.0971405,-0.402432,0.0340616,0.084233,-0.294651,-0.0348451,0.0792665,-0.284309,-0.536061,-2.45935,-1.53159,0.694311,-0.498304,-0.934869,1.32824,0.211259,-3.20427,-1.17229,-1.07348,-2.82975,-0.5,0,0,0
1.75673e+09,0,-0.0366178,0.00636035,-0.999309,-0.0160032,0.371809,-0.013441,0.0237631,0.0517961,-0.223303,-0.000943124,0.0694806,-0.228187,0.127322,-0.0031901,-0.211269,-0.137622,0.0378678,-0.167696,0.0641037,0.0643059,-0.435174,-0.0613197,0.0725913,-0.432302,0.0310302,0.0491628,-0.292694,-0.042896,0.0445652,-0.283119,-0.582266,-2.39681,-1.3821,0.727811,-0.559691,-0.872049,1.1954,0.223727,-3.1146,-1.11867,-1.17528,-2.89275,-0.5,0,0,0
1.75673e+09,0,-0.0284906,0.0065529,-0.999573,-0.00571067,0.426889,-0.0132621,0.0303641,0.0564618,-0.26673,-0.00764305,0.0748694,-0.271339,0.13026,-0.000349402,-0.239586,-0.142089,0.040264,-0.195083,0.0668207,0.0309022,-0.427838,-0.071004,0.0375074,-0.425374,0.0283055,0.0118515,-0.273728,-0.0453916,0.00860692,-0.265477,-0.622368,-2.21874,-1.19147,0.760866,-0.558392,-0.764846,1.04118,0.139765,-2.93612,-0.939233,-1.26343,-2.86301,-0.5,0,0,0
1.75673e+09,0,-0.0201574,0.00668967,-0.999774,-0.0117732,0.400762,-0.0152543,0.037108,0.0578153,-0.307573,-0.0149004,0.0767237,-0.311868,0.133126,-0.000161648,-0.266169,-0.146667,0.0400695,-0.220783,0.0670826,0.00196153,-0.389727,-0.0713857,0.00479805,-0.385751,0.0293534,-0.00450701,-0.259138,-0.045847,-0.00996004,-0.24884,-0.536231,-2.13313,-1.12121,0.760748,-0.549041,-0.767899,0.943474,0.164141,-2.83696,-0.904207,-1.32569,-2.73672,-0.5,0,0,0
1.75673e+09,0,-0.0120788,0.00706581,-0.999902,-0.0210426,0.336284,-0.0180809,0.0444318,0.0561177,-0.347057,-0.0224894,0.0751646,-0.35078,0.136427,-0.00161964,-0.293321,-0.151644,0.0378957,-0.246718,0.0662341,-0.0313597,-0.330686,-0.0673401,-0.0311914,-0.324872,0.0302259,-0.0211295,-0.234987,-0.0443662,-0.0280075,-0.223951,-0.482774,-1.9974,-0.99375,0.713435,-0.476967,-0.876739,0.80806,0.151902,-2.70019,-0.724274,-1.33531,-2.79191,-0.5,0,0,0
1.75673e+09,0,-0.00618522,0.00755907,-0.999952,-0.027721,0.258467,-0.0187206,0.0508993,0.0511451,-0.376526,-0.0289564,0.0700859,-0.3796,0.139447,-0.00461638,-0.315286,-0.155925,0.0342093,-0.267612,0.0625611,-0.0643257,-0.263613,-0.0618611,-0.0665371,-0.256609,0.0300308,-0.0371666,-0.206158,-0.0412621,-0.0438823,-0.195918,-0.435942,-1.61115,-0.941227,0.723089,-0.301026,-0.836549,0.613888,0.175794,-2.31445,-0.55967,-1.24149,-2.59196,-0.5,0,0,0
1.75673e+09,0,-0.0017375,0.00819431,-0.999965,-0.0281402,0.152776,-0.018452,0.057248,0.0420446,-0.400675,-0.0352564,0.0606055,-0.402914,0.14264,-0.00959015,-0.335974,-0.160272,0.0285231,-0.287237,0.0526295,-0.0970189,-0.182345,-0.0532039,-0.10148,-0.174364,0.0277078,-0.0511062,-0.173146,-0.0383872,-0.0573469,-0.16402,-0.440042,-1.30664,-1.05508,0.738283,-0.143473,-0.890483,0.447759,0.205202,-2.16105,-0.511385,-1.17561,-2.49283,-0.5,0,0,0
1.75673e+09,0,0.000116076,0.00869975,-0.999962,-0.0209864,0.0421738,-0.0179536,0.0618115,0.0309336,-0.414723,-0.0400738,0.0489596,-0.416136,0.145212,-0.0151908,-0.351688,-0.164009,0.0223317,-0.302117,0.0389432,-0.121655,-0.106038,-0.0440141,-0.127764,-0.0976563,0.0235416,-0.0594602,-0.144045,-0.0368729,-0.0650224,-0.13653,-0.551662,-1.08334,-1.05072,0.769812,-0.081658,-0.834663,0.233527,0.257585,-1.95431,-0.37987,-1.17099,-2.38549,-0.5,0,0,0
1.75673e+09,0,-6.15227e-05,0.00900073,-0.99996,-0.0181936,-0.0525955,-0.0177332,0.0644191,0.0204643,-0.420476,-0.0431926,0.0379603,-0.421206,0.146965,-0.0201178,-0.362238,-0.166886,0.016976,-0.312112,0.0276946,-0.137237,-0.0456395,-0.0346761,-0.144426,-0.0369171,0.0208227,-0.0627884,-0.122617,-0.035037,-0.0682138,-0.115879,-0.598462,-0.850275,-0.986914,0.746779,-0.0041197,-0.854681,0.170159,0.302654,-1.83451,-0.259425,-1.17739,-2.19086,-0.5,0,0,0
1.75673e+09,0,-0.00217076,0.00932913,-0.999954,-0.0176112,-0.143899,-0.0194332,0.0665006,0.00595355,-0.421595,-0.0459921,0.0226838,-0.421511,0.148842,-0.0266672,-0.37311,-0.170247,0.00984836,-0.322347,0.0156534,-0.150309,0.0140495,-0.02248,-0.15889,0.0228049,0.0173641,-0.0675865,-0.0981303,-0.0319924,-0.0740136,-0.0914079,-0.727122,-0.622353,-1.06801,0.816741,-0.025434,-0.916291,-0.00472932,0.383833,-1.78992,-0.145176,-1.17153,-2.02071,-0.5,0,0,0
1.75673e+09,0,-0.00647515,0.00977448,-0.999931,-0.0220423,-0.237524,-0.0216935,0.0675667,-0.0111318,-0.416513,-0.0476914,0.00454193,-0.415373,0.15059,-0.0341451,-0.382616,-0.173552,0.00154293,-0.331023,0.00484236,-0.158645,0.0716524,-0.0100303,-0.169134,0.0820457,0.0144907,-0.0674791,-0.0777692,-0.0287609,-0.0761595,-0.0692729,-0.886608,-0.609653,-1.25079,0.887502,-0.147757,-0.950303,-0.111037,0.404574,-1.8954,-0.112998,-1.30029,-2.01616,-0.5,0,0,0
1.75673e+09,0,-0.012076,0.0103331,-0.999874,-0.0314416,-0.3109,-0.0254366,0.0677469,-0.0272024,-0.40689,-0.0481254,-0.012682,-0.404612,0.151984,-0.040711,-0.389652,-0.176234,-0.00606209,-0.337048,-0.000226144,-0.162207,0.114843,-0.000849522,-0.174592,0.126714,0.0130963,-0.0644739,-0.0645623,-0.0255807,-0.0761796,-0.0533377,-0.99047,-0.638328,-1.25956,1.07661,-0.341094,-0.990623,-0.276667,0.31378,-1.89545,-0.0652384,-1.43937,-2.07581,-0.5,0,0,0
1.75673e+09,0,-0.0189391,0.0108999,-0.999761,-0.0226761,-0.365581,-0.0274053,0.067345,-0.0434846,-0.393486,-0.0479421,-0.0302536,-0.390015,0.153082,-0.0470192,-0.395482,-0.178778,-0.0136201,-0.341705,-0.00813378,-0.163243,0.148419,0.00309663,-0.176424,0.160464,0.00828253,-0.0627835,-0.0528266,-0.0258529,-0.0753055,-0.0411863,-1.23028,-0.617815,-1.30586,1.13971,-0.622496,-0.836151,-0.663029,0.121528,-1.76175,0.18771,-1.51189,-1.99623,-0.5,0,0,0
