current_time,real_current_time,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2,gravity_vec_0,gravity_vec_1,gravity_vec_2,commands_0,commands_1,commands_2,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11,actions_0,actions_1,actions_2,actions_3,actions_4,actions_5,actions_6,actions_7,actions_8,actions_9,actions_10,actions_11,zone_center_0,zone_center_1,zone_center_2,zone_radius_0,reaction_time_0,base_pos_0,base_pos_1,base_pos_2,oobb_0,zone_active_0,zone_pre_active_0
1.74469e+09,0,-1.84654e-08,7.96903e-05,-7.16324e-08,-0.0347334,-5.87836e-07,-0.999397,0,-0,-0,0.0244114,-0.00159782,-0.100762,-0.0243889,-0.00161546,-0.100781,0.111891,0.00731456,-0.0728006,-0.111913,0.00742364,-0.0727216,-4.05523e-06,-0.000142075,0.000271013,4.07604e-06,-0.000142074,0.000270994,-4.25378e-05,-0.000160224,0.000266357,4.25384e-05,-0.000160281,0.000266354,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0399542,5.50311e-06,0.340094,0.15307,0,0
1.74469e+09,0,-1.47371e-08,8.40834e-05,-7.12196e-08,-0.0347249,-5.8639e-07,-0.999397,0,-0,-0,0.0244096,-0.00166863,-0.100626,-0.0243871,-0.00168633,-0.100644,0.111869,0.00723386,-0.0726652,-0.111891,0.00734293,-0.0725862,-3.08832e-06,-0.000131269,0.000255344,3.10848e-06,-0.000131269,0.000255326,-4.12063e-05,-0.000150815,0.000255544,4.1206e-05,-0.000150871,0.000255542,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0399511,5.50259e-06,0.340115,0.153064,0,0
1.74469e+09,0,-1.21333e-05,0.0107797,-1.83787e-07,-0.0344201,-2.07768e-07,-0.999407,0,-0,-0,0.0246315,-0.000715792,-0.103039,-0.0246082,-0.000733554,-0.103058,0.11201,0.00793719,-0.0742171,-0.112031,0.00804603,-0.0741378,0.00151624,0.00654021,-0.0167788,-0.0015114,0.00653935,-0.0167776,0.00100042,0.00478205,-0.010774,-0.000995532,0.0047814,-0.0107724,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0399347,5.51931e-06,0.339866,0.153105,0,0
1.74469e+09,0,-1.09509e-05,0.0282278,-4.20847e-07,-0.0327699,8.31578e-07,-0.999463,0,-0,-0,0.0256229,0.00310451,-0.113711,-0.0255976,0.00308627,-0.113729,0.112603,0.0103791,-0.080632,-0.112622,0.0104878,-0.080552,0.00312976,0.0111099,-0.0329547,-0.00312565,0.0111087,-0.0329534,0.0017487,0.00636065,-0.0189644,-0.00174456,0.00636032,-0.0189628,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0398758,5.58115e-06,0.338484,0.153358,0,0
1.74469e+09,0,-2.03125e-06,0.0414303,-8.71821e-07,-0.0295944,1.36475e-06,-0.999562,0,-0,-0,0.0272658,0.00829983,-0.130428,-0.0272396,0.00828111,-0.130446,0.113445,0.0129118,-0.0897971,-0.113463,0.0130205,-0.0897167,0.00412886,0.0119248,-0.0408971,-0.00412842,0.0119238,-0.0408966,0.00198976,0.00504152,-0.0217281,-0.00198952,0.00504185,-0.0217275,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0398386,5.62553e-06,0.336841,0.153685,0,0
1.74469e+09,0,4.15463e-06,0.0462314,-1.42481e-06,-0.0260256,1.23324e-06,-0.999661,0,-0,-0,0.0290071,0.012832,-0.147144,-0.0289813,0.0128129,-0.147161,0.114238,0.0145373,-0.0984751,-0.114257,0.0146463,-0.0983945,0.0044607,0.0106305,-0.0417486,-0.00446256,0.0106296,-0.0417488,0.00195277,0.00324814,-0.021364,-0.00195518,0.00324884,-0.0213642,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0398518,5.65997e-06,0.334811,0.154137,0,0
1.74469e+09,0,7.51015e-06,0.045228,-1.97997e-06,-0.0223333,7.31928e-07,-0.999751,0,-0,-0,0.0307845,0.0166099,-0.163276,-0.0307596,0.0165905,-0.163294,0.114985,0.0154552,-0.10666,-0.115005,0.0155644,-0.10658,0.00436047,0.00833358,-0.0385654,-0.00436335,0.00833289,-0.0385661,0.00178027,0.00154257,-0.0195149,-0.00178406,0.00154346,-0.0195157,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0399877,5.68307e-06,0.33243,0.154759,0,0
1.74469e+09,0,8.31078e-06,0.0389702,-3.17608e-06,-0.0189497,8.40619e-08,-0.99982,0,-0,-0,0.0324387,0.0193463,-0.177458,-0.032415,0.0193266,-0.177476,0.115647,0.0157797,-0.11391,-0.115668,0.0158893,-0.11383,0.00389749,0.00562082,-0.0325204,-0.00390025,0.00562012,-0.0325214,0.00155652,0.000411206,-0.0170009,-0.00156089,0.000411665,-0.0170017,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.040194,5.69423e-06,0.330848,0.155259,0,0
1.74469e+09,0,8.03425e-06,0.0274368,-3.89336e-06,-0.0160567,-6.67345e-07,-0.999871,0,-0,-0,0.0339717,0.0211371,-0.189792,-0.0339492,0.0211171,-0.189811,0.11628,0.0158874,-0.120747,-0.116304,0.0159971,-0.120667,0.00310785,0.0027936,-0.0241326,-0.00311012,0.00279296,-0.024134,0.00133773,0.000159437,-0.0142683,-0.00134206,0.000159725,-0.0142694,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0405335,5.70725e-06,0.329378,0.155832,0,0
1.74469e+09,0,5.99377e-06,0.0163415,-3.72018e-06,-0.0143548,-1.22451e-06,-0.999897,0,-0,-0,0.0350377,0.0217348,-0.197731,-0.0350158,0.0217146,-0.19775,0.116768,0.0159336,-0.12588,-0.116793,0.0160434,-0.125801,0.00229679,0.000571586,-0.0164894,-0.00229806,0.000571136,-0.0164907,0.00112207,0.000109746,-0.0116472,-0.00112536,0.000110054,-0.0116485,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.1,1,-0.0409803,5.72192e-06,0.328246,0.156408,0,0
